100,0
100,1
99,2
98,3
97,4
96,5
95,6
94,7
93,8
92,9
91,10
90,11
89,12
88,13
87,14
86,15
85,16
84,17
83,18
82,19
81,20
80,21
79,22
78,23
77,24
76,25
75,26
74,27
73,28
72,29
71,30
70,31
69,32
68,33
67,34
66,35
65,36
64,37
63,38
62,39
61,40
60,41
59,42
58,43
57,44
56,45
55,46
54,47
53,48
52,49
51,50
50,51
49,52
48,53
47,54
46,55
45,56
44,57
43,58
42,59
41,60
40,61
39,62
38,63
37,64
36,65
35,66
34,67
33,68
32,69
31,70
30,71
29,72
28,73
27,74
26,75
25,76
24,77
23,78
22,79
21,80
20,81
19,82
18,83
17,84
16,85
15,86
14,87
13,88
12,89
11,90
10,91
10,92
10,93
10,94
10,95
10,96
10,97
10,98
10,99
10,100
10,101
10,102
10,103
10,104
10,105
10,106
10,107
10,108
10,109
10,110
10,111
10,112
10,113
10,114
10,115
10,116
10,117
10,118
10,119
10,120
10,121
10,122
10,123
10,124
10,125
10,126
10,127
10,128
10,129
10,130
9,131
8,132
7,133
6,134
5,135
4,136
3,137
2,138
1,139
0,140
