160,100
160,99
159,98
158,97
157,96
156,95
155,94
154,93
153,92
152,91
151,90
150,89
149,89
148,89
147,89
146,89
145,89
144,89
143,89
142,89
141,89
140,89
139,89
138,89
137,89
136,89
135,89
134,89
133,89
132,89
131,89
130,89
129,89
128,89
127,89
126,89
125,89
124,89
123,89
122,89
121,89
120,89
119,89
118,89
117,89
116,89
115,89
114,89
113,89
112,89
111,89
110,89
109,89
108,89
107,89
106,89
105,89
104,89
103,89
102,89
101,89
100,89
99,89
98,89
97,89
96,89
95,89
94,89
93,89
92,89
91,89
90,89
89,89
88,89
87,89
86,89
85,89
84,89
83,89
82,89
81,89
80,89
79,89
78,89
77,89
76,89
75,89
74,89
73,89
72,89
71,89
70,89
69,89
68,89
67,89
66,89
65,89
64,89
63,89
62,89
61,89
60,89
59,89
58,89
57,89
56,89
55,89
54,89
53,89
52,89
51,89
50,89
49,89
48,89
47,89
46,89
45,89
44,89
43,89
42,89
41,89
40,89
39,89
38,89
37,89
36,89
35,89
34,89
33,89
32,89
31,89
30,89
29,89
28,89
27,89
26,89
25,89
24,89
23,89
22,89
21,89
20,89
19,89
18,89
17,89
16,89
15,89
14,89
13,89
12,89
11,89
10,89
9,90
9,91
8,92
7,93
6,94
5,95
4,96
3,97
2,98
1,99
0,100
