100,0
99,0
98,1
97,2
96,3
95,4
94,5
93,6
92,7
91,8
90,9
89,10
89,11
89,12
88,13
87,14
86,15
85,16
84,17
83,18
82,19
81,20
80,21
79,22
78,23
77,24
76,25
75,26
74,27
73,28
72,29
71,30
70,31
69,31
68,31
67,32
66,33
65,34
64,35
63,36
62,37
61,38
60,39
59,40
58,41
57,42
56,43
55,44
54,45
53,46
52,47
51,48
50,49
49,50
49,51
49,52
48,53
47,54
46,55
45,56
44,57
43,58
42,59
41,60
40,61
39,62
38,63
37,64
36,65
35,66
34,67
33,68
32,69
31,70
30,71
29,71
28,71
27,72
26,73
25,74
24,75
23,76
22,77
21,78
20,79
19,80
18,81
17,82
16,83
15,84
14,85
13,86
12,87
11,88
10,89
9,90
9,91
9,92
9,93
9,94
9,95
9,96
9,97
9,98
9,99
9,100
9,101
9,102
9,103
9,104
9,105
9,106
9,107
9,108
9,109
9,110
9,111
9,112
9,113
9,114
9,115
9,116
9,117
9,118
9,119
9,120
9,121
9,122
9,123
9,124
9,125
9,126
9,127
9,128
9,129
9,130
9,131
8,132
7,133
6,134
5,135
4,136
3,137
2,138
1,139
0,140
