0,0
0,1
0,2
0,3
0,4
0,5
0,6
1,7
2,8
2,9
2,10
2,11
2,12
2,13
2,14
2,15
3,16
3,17
3,18
3,19
3,20
3,21
3,22
3,23
3,24
4,25
5,26
6,27
7,28
8,29
9,30
10,31
11,31
12,31
13,32
14,33
15,34
16,35
17,36
18,37
19,38
20,39
21,40
22,41
23,42
24,43
25,44
26,45
27,46
28,47
29,48
30,49
31,50
31,51
31,52
32,53
33,54
34,55
35,56
36,57
37,58
38,59
39,60
40,61
41,62
42,63
43,64
44,65
45,66
46,67
47,68
48,69
49,70
50,71
51,71
52,71
53,72
54,73
55,74
56,75
57,76
58,77
59,78
60,79
61,80
62,81
63,82
64,83
65,84
66,85
67,86
68,87
69,88
70,89
71,90
72,91
73,92
74,93
75,94
76,95
76,96
76,97
77,98
78,99
79,100
80,101
81,102
82,103
83,104
84,105
85,106
86,107
87,108
88,109
89,110
90,111
91,111
92,111
93,112
94,113
95,114
96,115
97,116
98,117
99,118
100,119
101,120
102,121
103,122
104,123
105,124
106,125
107,126
108,127
109,128
110,129
111,130
111,131
111,132
112,133
113,134
114,135
115,136
116,137
117,138
118,139
119,140
120,141
121,142
122,143
123,144
124,145
125,146
126,147
127,148
128,149
129,150
130,151
131,151
132,151
133,151
134,151
135,151
136,151
137,151
138,151
139,151
140,151
141,151
142,151
143,151
144,151
145,151
146,151
147,151
148,151
149,151
150,151
151,151
152,152
153,153
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,161
162,162
163,163
164,164
165,165
166,166
167,167
168,168
169,169
