40,20
40,21
40,22
40,23
40,24
40,25
40,26
40,27
40,28
40,29
40,30
40,31
40,32
40,33
40,34
40,35
40,36
40,37
40,38
40,39
40,40
40,41
40,42
40,43
40,44
40,45
40,46
40,47
40,48
40,49
40,50
40,51
40,52
40,53
40,54
40,55
40,56
40,57
40,58
40,59
40,60
40,61
40,62
40,63
40,64
40,65
40,66
40,67
40,68
40,69
40,70
40,71
40,72
40,73
40,74
40,75
40,76
40,77
40,78
40,79
40,80
40,81
40,82
40,83
40,84
40,85
40,86
40,87
40,88
40,89
40,90
40,91
40,92
40,93
40,94
40,95
40,96
40,97
40,98
40,99
40,100
40,101
40,102
40,103
40,104
40,105
40,106
40,107
40,108
40,109
40,110
40,111
40,112
40,113
40,114
40,115
40,116
40,117
40,118
40,119
40,120
